PGC0000251          0.  0.  15.88  0.53   0.77  0.15   0.24  0.12
PGC0000257        144. 12.  16.16  0.51   0.87  0.13   0.52  0.12
PGC0000268          0.  0.  16.38  0.49   0.64  0.17   0.12  0.12
PGC0000269          0.  0.  17.36  0.34   0.46  0.14   0.23  0.08
PGC0000276          0.  0.  16.98  0.33   0.57  0.13   0.20  0.08
NGC7817            32. 15.  12.58  0.46   1.45  0.08   0.41  0.12
CGCG498-071         0.  0.  15.96  0.53   0.66  0.16   0.18  0.12
E409-10             0.  0.  15.03  0.58   0.84  0.14   0.04  0.12
NGC7819           109. 14.  13.82  0.42   1.28  0.07   0.30  0.08
UGC27             135. 13.  13.70  0.58   1.30  0.09   0.50  0.12
CGCG498-073         0.  0.  15.61  0.55   0.80  0.14   0.21  0.12
NGC7820           169. 15.  13.93  0.60   1.19  0.10   0.42  0.12
UGC29               0.  0.  14.11  0.60   1.10  0.11   0.01  0.12
PGC0000314          0.  0.  16.36  0.35   0.58  0.12   0.10  0.08
PGC0000315          0.  0.  17.18  0.33   0.56  0.13   0.28  0.08
E409-11             0.  0.  15.13  0.58   0.90  0.13   0.13  0.12
PGC0000318          0.  0.  16.85  0.47   0.54  0.18   0.14  0.12
M-01-01-30          0.  0.  13.40  0.57   1.29  0.09   0.13  0.12
E409-12             0.  0.  13.74  0.42   1.14  0.07   0.14  0.08
CGCG477-049         0.  0.  15.26  0.58   0.81  0.14   0.14  0.12
M-03-01-18          0.  0.  13.80  0.59   1.11  0.11   0.04  0.12
CGCG498-075         0.  0.  15.20  0.41   0.90  0.09   0.18  0.08
M+00-01-25          4. 20.  15.52  0.55   0.81  0.14   0.30  0.12
UGC31               0.  0.  14.06  0.42   1.08  0.08   0.16  0.08
PGC0000338          0.  0.  16.87  0.47   0.53  0.19   0.16  0.12
PGC0000339        172. 20.  17.00  0.47   0.63  0.17   0.30  0.12
UGC32               0.  0.  15.18  0.41   0.97  0.09   0.10  0.08
PGC0000345         99. 11.  15.97  0.37   0.85  0.10   0.38  0.08
E409-13             0.  0.  14.29  0.43   1.01  0.08   0.07  0.08
NGC7824             0.  0.  13.54  0.40   1.17  0.07   0.15  0.08
IC1529              0.  0.  13.43  0.56   1.20  0.10   0.05  0.12
UGC36               0.  0.  14.13  0.60   1.23  0.10   0.26  0.12
NGC7821             0.  0.  14.36  0.61   0.94  0.13   0.29  0.12
PGC0000371          0.  0.  16.97  0.47   0.55  0.18   0.13  0.12
PGC0000373         76. 11.  17.48  0.35   0.56  0.13   0.41  0.08
E409-14             0.  0.  15.10  0.41   0.89  0.09   0.28  0.08
E409-15             0.  0.  14.66  0.60   0.97  0.12   0.26  0.12
PGC0000406          0.  0.  17.82  0.55   0.42  0.21   0.20  0.12
M+04-01-20        145. 11.  16.50  0.48   0.98  0.12   0.57  0.12
PGC0000429          0.  0.  17.39  0.49   0.43  0.20   0.06  0.12
UGC41              29. 16.  16.48  0.48   0.91  0.13   0.37  0.12
E409-16             0.  0.  14.91  0.59   0.96  0.12   0.28  0.12
E409-18             0.  0.  14.79  0.59   1.06  0.11   0.16  0.12
PGC0000453          0.  0.  16.67  0.48   0.59  0.17   0.20  0.12
PGC0000455          0.  0.  17.44  0.49   0.38  0.21   0.24  0.12
UGC44               0.  0.  15.73  0.39   0.76  0.11   0.08  0.08
M+01-01-29         82. 15.  15.71  0.54   0.91  0.13   0.41  0.12
PGC0000471          0.  0.  16.74  0.34   0.62  0.12   0.21  0.08
NGC7828             0.  0.  14.17  0.61   0.98  0.12   0.12  0.12
NGC7832            27. 12.  13.22  0.54   1.36  0.09   0.52  0.12
NGC7829           117. 14.  15.07  0.58   1.24  0.10   0.45  0.12
E409-19           129. 14.  14.68  0.60   1.07  0.11   0.45  0.12
UGC47              63. 11.  16.09  0.51   0.91  0.13   0.58  0.12
E409-20           134.  9.  16.52  0.48   0.77  0.15   0.62  0.12
NGC7834             0.  0.  14.84  0.42   1.09  0.08   0.10  0.08
NGC7835             0.  0.  15.43  0.40   0.81  0.10   0.06  0.08
UGC50               0.  0.  14.94  0.42   0.94  0.09   0.20  0.08
E472-15             8. 15.  15.24  0.57   1.06  0.11   0.38  0.12
UGC52               0.  0.  13.60  0.58   1.10  0.11   0.00  0.12
UGC53               0.  0.  15.17  0.41   0.88  0.09   0.19  0.08
CGCG382-027        55. 20.  15.61  0.55   1.07  0.11   0.30  0.12
NGC7839             0.  0.  17.04  0.47   0.54  0.18   0.14  0.12
M+06-01-12          0.  0.  15.06  0.59   0.91  0.13   0.13  0.12
CGCG433-023         0.  0.  15.84  0.54   0.81  0.14   0.13  0.12
NGC3                0.  0.  14.46  0.43   0.97  0.09   0.01  0.08
NGC2                0.  0.  14.79  0.60   0.94  0.13   0.24  0.12
NGC7831             0.  0.  13.88  0.59   1.15  0.10   0.16  0.12
CGCG477-056       103. 15.  15.10  0.59   1.03  0.12   0.41  0.12
UGC64               0.  0.  14.45  0.61   1.01  0.12   0.13  0.12
NGC5                0.  0.  14.45  0.43   1.07  0.08   0.19  0.08
PGC0000596          0.  0.  15.98  0.52   0.76  0.15   0.21  0.12
UGC63               0.  0.  15.08  0.59   0.87  0.13   0.18  0.12
CGCG456-032       126. 11.  15.61  0.39   0.88  0.09   0.39  0.08
CGCG518-014         0.  0.  15.82  0.38   0.71  0.11   0.18  0.08
CGCG534-007         0.  0.  15.06  0.59   0.91  0.13   0.13  0.12
PGC0000609          0.  0.  17.32  0.34   0.40  0.15   0.15  0.08
UGC66               0.  0.  14.15  0.60   1.08  0.11   0.04  0.12
UGC68               0.  0.  14.77  0.60   0.89  0.13   0.10  0.12
UGC69               0.  0.  14.17  0.60   1.04  0.11   0.10  0.12
CGCG499-052         0.  0.  15.73  0.39   0.80  0.10   0.21  0.08
CGCG433-026         0.  0.  15.79  0.53   0.86  0.14   0.16  0.12
CGCG456-033         0.  0.  15.59  0.39   0.68  0.11   0.01  0.08
M-02-01-28          0.  0.  14.05  0.60   1.06  0.11   0.14  0.12
M-01-01-36          0.  0.  14.70  0.60   0.97  0.12   0.16  0.12
UGC72               0.  0.  15.02  0.42   0.90  0.09   0.16  0.08
UGC76             128.  8.  16.11  0.36   1.05  0.08   0.57  0.08
NGC12               0.  0.  13.98  0.42   1.20  0.07   0.04  0.08
NGC14               0.  0.  13.45  0.57   1.41  0.09   0.08  0.12
NGC13              47.  6.  13.76  0.42   1.34  0.06   0.68  0.08
NGC9                0.  0.  15.17  0.41   0.84  0.10   0.12  0.08
UGC79               0.  0.  14.96  0.42   1.06  0.08   0.08  0.08
CGCG433-027         0.  0.  15.80  0.53   0.78  0.15   0.21  0.12
UGC81              44. 11.  15.04  0.59   1.14  0.10   0.58  0.12
NGC16              17. 12.  12.96  0.36   1.30  0.06   0.35  0.08
NGC15               0.  0.  15.11  0.58   1.04  0.11   0.20  0.12
CGCG518-016        51. 13.  16.41  0.35   0.60  0.12   0.32  0.08
UGC83              38.  7.  16.42  0.35   0.87  0.09   0.61  0.08
NGC20              87. 16.  13.96  0.60   1.13  0.11   0.36  0.12
CGCG499-057         0.  0.  16.89  0.47   0.54  0.18   0.24  0.12
NGC22             169. 17.  13.78  0.59   1.18  0.10   0.34  0.12
PGC0000691         90. 20.  16.97  0.47   0.63  0.17   0.30  0.12
CGCG478-035       160. 13.  16.83  0.47   0.75  0.15   0.50  0.12
CGCG433-029         0.  0.  15.99  0.37   0.69  0.11   0.12  0.08
NGC23               0.  0.  13.24  0.38   1.23  0.07   0.12  0.08
PGC0000715          0.  0.  17.35  0.48   0.42  0.21   0.20  0.12
M+00-01-31          0.  0.  16.39  0.49   0.71  0.16   0.28  0.12
M-01-01-43          0.  0.  14.60  0.60   0.90  0.13   0.20  0.12
CGCG499-061         0.  0.  15.04  0.42   0.91  0.09   0.00  0.08
CGCG433-030         0.  0.  15.42  0.57   0.87  0.13   0.14  0.12
UGC95               3.  5.  16.05  0.52   1.06  0.11   0.90  0.12
NGC26               0.  0.  14.18  0.60   1.18  0.10   0.05  0.12
PGC0000739          0.  0.  16.54  0.34   0.58  0.12   0.14  0.08
E409-24           101.  6.  16.72  0.33   0.84  0.10   0.68  0.08
PGC0000744        103. 12.  16.15  0.51   0.94  0.13   0.53  0.12
CGCG456-036         0.  0.  15.43  0.56   0.81  0.14   0.06  0.12
M-05-01-39          0.  0.  14.76  0.60   0.86  0.14   0.13  0.12
M+06-01-16          0.  0.  15.59  0.56   0.71  0.16   0.01  0.12
M+05-01-47          0.  0.  15.36  0.57   0.78  0.15   0.05  0.12
NGC29               0.  0.  14.12  0.60   1.04  0.11   0.12  0.12
CGCG499-067        10. 17.  15.28  0.57   0.87  0.13   0.34  0.12
PGC0000777          0. 14.  16.83  0.47   0.53  0.19   0.44  0.12
IC2                 0.  0.  15.29  0.57   0.87  0.13   0.16  0.12
NGC34              36. 16.  13.98  0.60   1.21  0.10   0.36  0.12
PGC0000783         77. 13.  16.70  0.48   0.65  0.17   0.50  0.12
PGC0000785          0.  0.  17.20  0.34   0.45  0.14   0.14  0.08
CGCG499-070         0.  0.  16.49  0.34   0.62  0.12   0.00  0.08
UGC105              0.  0.  14.20  0.60   1.09  0.11   0.16  0.12
PGC0000792          0.  0.  16.92  0.47   0.55  0.18   0.13  0.12
NGC36               0.  0.  13.79  0.42   1.43  0.06   0.23  0.08
PGC0000799          0.  0.  16.45  0.35   0.54  0.13   0.11  0.08
UGC107             17. 11.  16.15  0.36   0.69  0.11   0.37  0.08
M+00-01-36          0.  0.  15.57  0.39   0.68  0.11   0.08  0.08
PGC0000814          0.  0.  14.94  0.59   0.87  0.13   0.01  0.12
E409-26           126. 11.  15.73  0.53   1.11  0.11   0.57  0.12
NGC38               0.  0.  13.48  0.57   1.23  0.10   0.16  0.12
CGCG499-073         0.  0.  15.89  0.53   0.75  0.15   0.26  0.12
E472-17             0.  0.  15.34  0.56   0.84  0.14   0.22  0.12
PGC0000827         90. 20.  16.74  0.47   0.63  0.17   0.30  0.12
CGCG478-038       126. 14.  16.57  0.48   0.71  0.16   0.44  0.12
UGC110              0.  0.  14.67  0.60   0.93  0.13   0.14  0.12
CGCG478-040         0.  0.  15.08  0.59   0.91  0.13   0.21  0.12
CGCG499-074       155. 13.  16.44  0.49   0.78  0.15   0.49  0.12
UGC112              0.  0.  14.76  0.60   1.06  0.11   0.18  0.12
E472-19           125. 16.  15.96  0.51   0.81  0.14   0.37  0.12
UGC113              0.  0.  14.70  0.60   0.89  0.13   0.06  0.12
CGCG499-077       157. 18.  16.85  0.47   0.67  0.16   0.32  0.12
PGC0000856          0.  0.  16.95  0.33   0.48  0.14   0.08  0.08
UGC116             66. 13.  14.77  0.60   1.08  0.11   0.49  0.12
PGC0000862          0.  0.  16.20  0.36   0.74  0.11   0.21  0.08
PGC0000863          0.  0.  16.28  0.50   0.53  0.19   0.00  0.12
PGC0000864         43. 18.  16.24  0.50   0.66  0.16   0.32  0.12
NGC43               0.  0.  14.54  0.43   1.03  0.08   0.22  0.08
UGC119              0.  0.  14.44  0.43   0.99  0.08   0.07  0.08
E472-20             0.  0.  13.78  0.60   1.03  0.12   0.10  0.12
UGC122            116.  8.  14.50  0.61   1.37  0.09   0.73  0.12
E472-21             0.  0.  17.24  0.49   0.50  0.19   0.28  0.12
IC4                 0.  0.  13.83  0.59   1.07  0.11   0.08  0.12
M-01-01-52          0.  0.  14.51  0.61   1.06  0.11   0.24  0.12
M+05-01-55         49. 15.  14.76  0.60   0.97  0.12   0.38  0.12
M+05-01-56          0.  0.  14.94  0.59   0.84  0.14   0.05  0.12
E409-28             0.  0.  14.76  0.42   0.86  0.10   0.03  0.08
E410-02             0.  0.  16.08  0.50   0.71  0.16   0.24  0.12
CGCG499-085         0.  0.  15.36  0.40   0.81  0.10   0.00  0.08
UGC139             76. 15.  13.39  0.56   1.29  0.09   0.41  0.12
NGC47               0.  0.  12.74  0.35   1.33  0.06   0.07  0.08
CGCG433-037        87. 11.  16.17  0.50   0.87  0.13   0.57  0.12
PGC0000976          0.  0.  16.45  0.49   0.67  0.16   0.14  0.12
NGC52             129. 14.  13.55  0.57   1.29  0.09   0.45  0.12
M+00-01-46          0.  0.  15.53  0.56   0.79  0.14   0.01  0.12
M+04-01-44          0.  0.  14.58  0.61   0.80  0.14   0.06  0.12
CGCG456-043         0.  0.  15.28  0.57   0.85  0.14   0.14  0.12
CGCG518-019         0.  0.  15.17  0.58   0.81  0.14   0.10  0.12
E410-03            92. 15.  14.97  0.58   1.01  0.12   0.38  0.12
NGC54              90. 18.  14.81  0.60   1.06  0.11   0.32  0.12
CGCG499-087         0.  0.  14.55  0.61   1.09  0.11   0.18  0.12
UGC144             92.  6.  16.07  0.36   0.94  0.09   0.66  0.08
CGCG456-045         0.  0.  14.86  0.60   0.97  0.12   0.20  0.12
NGC57               0.  0.  12.49  0.45   1.44  0.08   0.16  0.12
UGC146             61. 14.  15.56  0.55   1.03  0.12   0.46  0.12
M+03-01-33          0.  0.  15.08  0.59   0.90  0.13   0.08  0.12
CGCG499-090        12. 15.  17.37  0.49   0.54  0.18   0.41  0.12
UGC149             57. 14.  15.89  0.53   1.15  0.10   0.44  0.12
NGC60               0.  0.  13.76  0.59   1.09  0.11   0.00  0.12
UGC151              0.  0.  14.72  0.60   0.99  0.12   0.13  0.12
PGC0001080          0.  0.  16.62  0.48   0.59  0.17   0.01  0.12
PGC0001081          0.  0.  16.65  0.48   0.67  0.16   0.24  0.12
UGC152              0.  0.  16.08  0.51   0.64  0.17   0.12  0.12
PGC0001096          0.  0.  17.23  0.48   0.52  0.19   0.16  0.12
M+00-01-53          0.  0.  15.48  0.56   0.80  0.14   0.20  0.12
M-02-01-41          0.  0.  15.65  0.54   0.78  0.15   0.21  0.12
CGCG382-040         0.  0.  14.96  0.59   0.96  0.12   0.00  0.12
M+04-01-46          0.  0.  14.71  0.60   0.96  0.12   0.20  0.12
CGCG499-098         0.  0.  15.16  0.41   0.83  0.10   0.11  0.08
M+06-01-22          0.  0.  15.46  0.56   0.71  0.16   0.12  0.12
NGC62               0.  0.  14.40  0.61   0.95  0.12   0.06  0.12
M-01-01-65          0.  0.  13.80  0.59   1.13  0.11   0.10  0.12
M-01-01-66        120. 15.  14.85  0.60   1.01  0.12   0.38  0.12
M+06-01-23          0.  0.  15.83  0.53   0.69  0.16   0.13  0.12
UGC163              0.  0.  15.49  0.56   0.86  0.14   0.29  0.12
NGC64               0.  0.  13.56  0.58   1.21  0.10   0.21  0.12
NGC63               0.  0.  13.15  0.54   1.26  0.09   0.20  0.12
M+04-01-48          0.  0.  14.61  0.60   1.01  0.12   0.20  0.12
UGC168            156.  6.  16.26  0.50   1.03  0.12   0.78  0.12
M+02-01-31          0.  0.  15.58  0.55   0.90  0.13   0.26  0.12
CGCG499-103000      0.  0.  15.90  0.53   0.76  0.15   0.26  0.12
M+06-01-24          0.  0.  15.60  0.55   0.83  0.14   0.12  0.12
NGC69               0.  0.  15.92  0.53   0.73  0.15   0.10  0.12
CGCG456-055         0.  0.  15.18  0.41   0.80  0.10   0.01  0.08
NGC71               0.  0.  11.97  0.38   1.45  0.08   0.00  0.12
M-01-01-72          0.  0.  17.01  0.47   0.67  0.16   0.26  0.12
NGC72               0.  0.  14.15  0.60   0.98  0.12   0.04  0.12
NGC72A              0.  0.  16.55  0.34   0.54  0.13   0.00  0.08
M-01-01-74         37. 16.  15.43  0.56   0.95  0.12   0.36  0.12
NGC74             113. 11.  16.06  0.36   0.75  0.11   0.41  0.08
PGC0001220          0.  0.  16.41  0.49   0.55  0.18   0.01  0.12
M-02-01-52          0.  0.  13.95  0.60   1.19  0.10   0.20  0.12
M-02-01-50          0.  0.  14.62  0.60   0.96  0.12   0.12  0.12
M-02-01-51         61. 16.  14.98  0.59   1.03  0.12   0.36  0.12
IC8                 0.  0.  15.09  0.58   0.90  0.13   0.22  0.12
UGC181             18. 17.  15.14  0.58   0.99  0.12   0.34  0.12
E473-13           121. 15.  15.46  0.55   0.95  0.12   0.42  0.12
CGCG534-010         0.  0.  16.14  0.50   0.65  0.17   0.12  0.12
M-01-01-77          0.  0.  14.10  0.43   1.00  0.08   0.00  0.08
M+00-02-01        142.  8.  16.97  0.47   0.83  0.14   0.69  0.12
M+00-02-02          0.  0.  17.57  0.52   0.42  0.21   0.20  0.12
CGCG457-003       104. 14.  15.41  0.56   0.99  0.12   0.45  0.12
UGC188              0.  0.  15.19  0.58   1.00  0.12   0.13  0.12
M-01-02-01          0.  0.  14.58  0.60   0.95  0.12   0.24  0.12
M-01-02-02          0.  0.  14.60  0.43   0.98  0.09   0.07  0.08
UGC197              0.  0.  14.66  0.43   0.94  0.09   0.06  0.08
CGCG409-003         0.  0.  15.70  0.54   0.71  0.16   0.00  0.12
IC1543              0.  0.  14.39  0.61   0.88  0.13   0.04  0.12
M+00-02-09          0.  0.  16.00  0.51   0.75  0.15   0.26  0.12
M+00-02-10          0.  0.  15.92  0.52   0.81  0.14   0.20  0.12
M+03-02-05          0.  0.  15.01  0.59   0.91  0.13   0.24  0.12
PGC0001341          0.  0.  15.83  0.53   0.86  0.14   0.26  0.12
PGC0001344          0.  0.  15.35  0.57   0.86  0.14   0.24  0.12
CGCG479-004         3. 18.  15.85  0.53   0.80  0.14   0.32  0.12
PGC0001348          0.  0.  17.28  0.48   0.38  0.21   0.00  0.12
NGC81               0.  0.  17.74  0.55   0.38  0.21   0.24  0.12
M+05-02-01          0.  0.  15.77  0.54   0.75  0.15   0.18  0.12
PGC0001355          0.  0.  16.66  0.47   0.91  0.13   0.29  0.12
PGC0001358        123.  5.  14.90  0.59   1.35  0.09   0.85  0.12
M+05-02-02          0.  0.  15.06  0.59   0.83  0.14   0.08  0.12
M+05-02-03          0.  0.  15.14  0.58   0.93  0.13   0.26  0.12
PGC0001368         65. 13.  15.51  0.55   1.04  0.11   0.50  0.12
CGCG500-005        84. 16.  15.03  0.59   1.06  0.11   0.36  0.12
IC1546            125. 10.  15.16  0.41   0.94  0.09   0.44  0.08
CGCG479-012         7. 10.  16.16  0.36   0.76  0.11   0.43  0.08
NGC91             145. 10.  13.88  0.42   1.27  0.07   0.45  0.08
IC1548              0.  0.  15.47  0.56   0.95  0.12   0.12  0.12
M+07-01-08         62. 18.  15.73  0.54   0.89  0.13   0.32  0.12
M+07-01-09          0.  0.  15.34  0.57   0.77  0.15   0.06  0.12
CGCG409-005         0.  0.  15.85  0.53   0.78  0.15   0.16  0.12
NGC94               0.  0.  15.33  0.40   0.94  0.09   0.13  0.08
NGC95               0.  0.  13.09  0.53   1.18  0.10   0.10  0.12
PGC0001431          0.  0.  15.89  0.52   0.74  0.15   0.20  0.12
M+00-02-13          0.  0.  15.21  0.58   0.87  0.13   0.00  0.12
UGC212              0.  0.  13.97  0.60   1.20  0.10   0.28  0.12
E410-09             0.  0.  15.88  0.51   0.73  0.15   0.22  0.12
UGC215              0.  0.  13.67  0.58   1.21  0.10   0.28  0.12
NGC97               0.  0.  14.07  0.60   1.29  0.09   0.21  0.12
M-02-02-07        116. 12.  14.66  0.60   1.11  0.11   0.52  0.12
CGCG479-018         0.  0.  15.58  0.55   0.70  0.16   0.06  0.12
CGCG479-019         0.  0.  15.91  0.53   0.86  0.14   0.05  0.12
UGC219            133. 15.  15.18  0.58   0.98  0.12   0.41  0.12
CGCG519-005       152. 20.  16.49  0.48   0.67  0.16   0.30  0.12
PGC0001488          0.  0.  15.72  0.54   0.84  0.14   0.28  0.12
CGCG500-011        83. 15.  15.60  0.55   1.06  0.11   0.38  0.12
M-02-02-08          0.  0.  14.78  0.60   0.97  0.12   0.12  0.12
UGC222            132.  8.  17.07  0.47   0.77  0.15   0.66  0.12
UGC226              0.  0.  14.89  0.60   0.91  0.13   0.05  0.12
CGCG519-006         0.  0.  16.41  0.49   0.64  0.17   0.29  0.12
UGC229              0.  0.  15.19  0.58   0.89  0.13   0.21  0.12
UGC228              0.  0.  14.23  0.61   1.05  0.11   0.26  0.12
M+04-02-16        139. 20.  15.52  0.56   0.78  0.15   0.30  0.12
CGCG479-025         0.  0.  15.74  0.54   0.71  0.16   0.06  0.12
CGCG519-007         0.  0.  16.48  0.49   0.75  0.15   0.26  0.12
IC1550              0.  0.  14.70  0.60   0.87  0.13   0.06  0.12
M-01-02-09          0.  0.  15.26  0.57   0.90  0.13   0.16  0.12
NGC102              0.  0.  14.30  0.61   0.99  0.12   0.04  0.12
CGCG479-026         0.  0.  15.93  0.53   0.53  0.19   0.00  0.12
CGCG500-015       126. 15.  15.23  0.58   0.90  0.13   0.41  0.12
UGC232              0.  0.  15.35  0.57   0.90  0.13   0.14  0.12
UGC233              0.  0.  14.50  0.61   1.00  0.12   0.12  0.12
NGC106             47. 18.  14.46  0.61   1.11  0.11   0.32  0.12
UGC234             79.  8.  15.53  0.56   1.03  0.12   0.66  0.12
PGC0001561          0.  0.  15.82  0.53   0.79  0.14   0.18  0.12
M+00-02-23          0.  0.  15.73  0.54   0.76  0.15   0.20  0.12
UGC236              0.  0.  15.57  0.55   0.77  0.15   0.00  0.12
UGC240             69. 15.  14.33  0.61   1.18  0.10   0.41  0.12
M+00-02-25          0.  0.  14.40  0.61   1.06  0.11   0.06  0.12
NGC105              0.  0.  13.70  0.58   1.11  0.11   0.04  0.12
PGC0001586          0.  0.  16.24  0.50   0.71  0.16   0.05  0.12
PGC0001587          0.  0.  16.74  0.47   0.59  0.17   0.20  0.12
UGC242              0.  0.  13.31  0.55   1.19  0.10   0.10  0.12
PGC0001600          0.  0.  15.81  0.53   0.83  0.14   0.26  0.12
NGC107              0.  0.  15.67  0.54   0.67  0.16   0.00  0.12
PGC0001614        175. 14.  17.27  0.48   0.53  0.19   0.44  0.12
M-01-02-12          0.  0.  15.23  0.58   0.87  0.13   0.14  0.12
NGC108              0.  0.  12.99  0.52   1.30  0.09   0.06  0.12
UGC250              0.  0.  14.66  0.60   1.03  0.12   0.12  0.12
NGC109              0.  0.  14.23  0.61   0.97  0.12   0.12  0.12
M-01-02-14        123. 15.  14.06  0.60   1.18  0.10   0.38  0.12
NGC113              0.  0.  13.84  0.59   1.17  0.10   0.10  0.12
NGC114              0.  0.  14.30  0.61   0.99  0.12   0.13  0.12
UGC260             29. 11.  13.79  0.59   1.27  0.09   0.58  0.12
M+06-02-05          0.  0.  15.76  0.54   0.81  0.14   0.16  0.12
M+00-02-28          0.  0.  15.89  0.37   0.78  0.10   0.11  0.08
NGC116              0.  0.  14.54  0.43   1.06  0.08   0.14  0.08
NGC117              0.  0.  14.61  0.60   1.10  0.11   0.14  0.12
UGC265              0.  0.  15.05  0.59   0.87  0.13   0.06  0.12
NGC118              0.  0.  14.70  0.43   0.97  0.09   0.18  0.08
CGCG535-006        81. 17.  16.69  0.47   0.64  0.17   0.34  0.12
NGC120             56. 20.  13.74  0.59   1.26  0.09   0.30  0.12
CGCG500-022         0.  0.  17.40  0.49   0.42  0.21   0.20  0.12
CGCG535-007         0.  0.  15.73  0.54   0.67  0.16   0.01  0.12
PGC0001699          0.  0.  17.35  0.49   0.54  0.18   0.14  0.12
IC1551              8. 10.  14.46  0.61   1.31  0.09   0.60  0.12
M+00-02-34          0.  0.  15.49  0.56   0.75  0.15   0.00  0.12
UGC272            128. 14.  14.12  0.60   1.19  0.10   0.45  0.12
M+00-02-35          0.  0.  15.50  0.56   0.80  0.14   0.12  0.12
NGC124              0.  0.  14.44  0.61   1.11  0.11   0.29  0.12
M-02-02-16          0.  0.  16.96  0.47   0.64  0.17   0.28  0.12
UGC274              0.  0.  15.11  0.59   0.90  0.13   0.01  0.12
UGC270              0.  0.  16.17  0.51   0.66  0.16   0.00  0.12
UGC275              0.  0.  13.70  0.58   1.19  0.10   0.18  0.12
UGC276             44. 16.  15.31  0.58   0.94  0.13   0.36  0.12
PGC0001734          0.  0.  16.05  0.52   0.79  0.14   0.29  0.12
E410-12           123.  5.  15.84  0.52   1.13  0.11   0.82  0.12
UGC283              0.  0.  13.64  0.58   1.17  0.10   0.00  0.12
UGC281             20. 12.  15.55  0.39   1.04  0.08   0.34  0.08
M+01-02-14          0.  0.  15.03  0.59   0.90  0.13   0.14  0.12
M-01-02-21         61.  8.  15.43  0.56   1.10  0.11   0.69  0.12
UGC284              0.  0.  14.19  0.60   1.01  0.12   0.06  0.12
PGC0001757          0.  0.  17.79  0.54   0.42  0.21   0.20  0.12
M+00-02-45          0.  0.  15.42  0.40   0.94  0.09   0.29  0.08
CGCG535-008         0.  0.  15.57  0.55   0.77  0.15   0.20  0.12
CGCG434-014         0.  0.  15.59  0.55   0.81  0.14   0.08  0.12
