2001hf    M-03-23-17      136.28333333 -18.51861111 136.28108333 -18.51791667 Sbc       4.2    67.    87.  4486.000  14.24   1.03    -4.5     6.9   - 16.10 * II       Nov27       *LOTOSS
2001hg    NGC4162         182.96666667  24.12333333 182.97158333  24.11372222 Sbc       4.4    56.   174.  2569.000  12.79   1.37     9.4   -35.3   - 17.40 * II       Dec4        *Puckett,Sehgal
2001hh    M-02-57-22      339.12083333 -12.56694444 339.12666667 -12.56888889 SB0:     -2.0    51.   167.  7497.000  14.78   1.12    11.1    -7.1   - 17.50 * II       Dec4        *LOTOSS
2001hi    A022650+0033     36.70833333   0.55083333  36.70850000   0.55094444 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.30 * -        Nov12       *HZSST
2001hj    A022730+0024     36.87500000   0.40472222  36.87833333   0.40472222 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.70 * -        Nov12       *HZSST
2001hk    A022750+0036     36.95833333   0.61638889  36.95954167   0.61661111 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.50 * -        Nov12       *HZSST
2001hl    A022826+0036     37.10833333   0.60527778  37.11204167   0.60538889 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.40 * -        Nov12       *HZSST
2001hm    A022832+0030     37.13333333   0.50083333  37.13341667   0.50086111 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.40 * -        Nov12       *HZSST
2001hn    A022900+0043     37.25000000   0.72222222  37.25108333   0.72238889 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.30 * -        Sep24       *HZSST
2001ho    A022910+0021     37.29166667   0.36000000  37.29441667   0.36025000 -       -99.9  -100.  -100.     0.401 -99.90 -99.90 -9999.9 -9999.9   I 22.90 * -        Sep24       *HZSST
2001hp    A022917+0025     37.32083333   0.43000000  37.32158333   0.43000000 -       -99.9  -100.  -100.     0.335 -99.90 -99.90 -9999.9 -9999.9   I 23.30 * -        Nov12       *HZSST
2001hq    A043736-0124     69.40000000  -1.41166667  69.40100000  -1.41191667 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.60 * -        Nov12       *HZSST
2001hr    A043820-0133     69.58333333  -1.56583333  69.58562500  -1.56594444 -       -99.9  -100.  -100.     0.515 -99.90 -99.90 -9999.9 -9999.9   I 23.90 * -        Nov12       *HZSST
2001hs    A043922-0132     69.84166667  -1.54750000  69.84329167  -1.54761111 -       -99.9  -100.  -100.     0.800 -99.90 -99.90 -9999.9 -9999.9   I 24.20 * -        Nov12       *HZSST
2001ht    A043957-0137     69.98750000  -1.62805556  69.99008333  -1.62825000 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.40 * -        Nov12       *HZSST
2001hu    A075035+0958    117.64583333   9.97055556 117.64958333   9.97061111 -       -99.9  -100.  -100.     0.880 -99.90 -99.90 -9999.9 -9999.9   I 24.40 * -        Nov12       *HZSST
2001hv    A084740+4423    131.91666667  44.39972222 131.91708333  44.39991667 -       -99.9  -100.  -100.     0.470 -99.90 -99.90 -9999.9 -9999.9   I 24.00 * -        Nov12       *HZSST
2001hw    A084815+4403    132.06250000  44.06055556 132.06283333  44.06069444 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Nov12       *HZSST
2001hx    A084924+4402    132.35000000  44.03944444 132.35254167  44.03955556 -       -99.9  -100.  -100.     0.800 -99.90 -99.90 -9999.9 -9999.9   I 23.60 * -        Nov12       *HZSST
2001hy    A084945+4415    132.43750000  44.25861111 132.44104167  44.25883333 -       -99.9  -100.  -100.     0.810 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Nov12       *HZSST
2001hz    A084950+4422    132.45833333  44.37250000 132.45979167  44.37272222 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.60 * -        Nov12       *HZSST
2001ia    A084952+4411    132.46666667  44.19361111 132.46891667  44.19383333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.00 * -        Nov12       *HZSST
2001ib    NGC7242         333.91666667  37.29861111 333.91012500  37.29888889 E:       -3.5    36.    30.  5790.000  14.21   1.09    -9.5     1.0   - 15.30 * Ia       Dec7        *Arbour
2001ic    NGC7503         347.67500000   7.56750000 347.68058333   7.56955556 E2       -5.0     0.   100. 13246.000  14.29   1.03    14.8     6.4   - 17.40 * Ia       Dec7        *LOTOSS
2001id    UGC12424        348.30000000  10.77222222 348.29533333  10.77366667 Sb:       3.0    34.   165. 10600.000  14.79   1.11     5.7     5.6   - 18.80 * II       Dec7        *LOTOSS
2001ie    UGC5542         154.22083333  60.28472222 154.21125000  60.27902778 E:       -5.0     0.   106.  9230.000  15.15   1.00   -15.0   -15.0   - 16.50 * Ia       Dec9        *Bincoletto
2001if    M+06-06-43       37.25416667  38.09833333  37.22887500  38.09797222 S0a      -0.5    71.  -100. 11326.000  15.56   0.78   -70.0    -3.0   - 17.20 * Ia       Dec9        *Boles
2001ig    NGC7424         344.32500000 -41.07055556 344.37787500 -41.04052778 Scd       6.0    32.   101.   914.000  10.96   1.98   139.0   109.0   - 14.50 * IIb      Dec10       *Evans
2001ih    M+06-40-03      271.44166667  34.75138889 271.43750000  34.75111111 -       -99.9    48.  -100.  7391.000  15.13   0.82    -6.0    -1.0   - 17.70 * IIb:     Dec10       *Boles
2001ii    UGC444           10.52083333  36.80416667  10.52266667  36.80150000 Sbc       4.5    46.   160. 10693.000  13.99   1.06     9.2   -12.8   - 18.60 * Ic       Dec11       *LOTOSS
2001ij    M+00-07-84       40.63333333  -1.01527778  40.63179167  -1.01419444 Sc        6.0    61.   121. 11363.000  16.40   0.74    -1.5     4.9   g 20.70 * IIP      Nov21       *Miknaitis,SDSS
2001ik    A013341-0026     23.42083333  -0.44500000  23.42087500  -0.44511111 -       -99.9  -100.  -100. 28200.000 -99.90 -99.90    -3.0     0.4   g 21.90 * ?        Nov21       *Miknaitis,SDSS
2001il    A022641-0057     36.67083333  -0.95861111  36.67229167  -0.95880556 -       -99.9  -100.  -100.     0.208 -99.90 -99.90     1.5     0.5   g 20.40 * Ia       Nov21       *Miknaitis,SDSS
2001im    A020416+0039     31.06666667   0.65305556  31.07000000   0.65305556 -       -99.9  -100.  -100. 22500.000 -99.90 -99.90    -1.5     1.3   g 21.00 * IIb:     Nov21       *Miknaitis,SDSS
2001in    A010151+0041     15.46250000   0.68916667  15.46295833   0.68936111 -       -99.9  -100.  -100.     0.350 -99.90 -99.90    -7.5    -2.2   g 22.70 * Ia       Nov21       *Miknaitis,SDSS
2001io    A004553-2926     11.47083333 -29.43638889  11.47350000 -29.43658333 -       -99.9  -100.  -100.     0.190 -99.90 -99.90     0.0     0.0   V 23.00 * Ia       Dec8        *Altavillaetal.
2001ip    A033113-2750     52.80416667 -27.84861111  52.80429167 -27.84875000 -       -99.9  -100.  -100.     0.540 -99.90 -99.90     0.0     0.0   V 23.80 * Ia       Dec8        *Altavillaetal.
2001iq    A222510+4243    336.29166667  42.71777778 336.29341667  42.71783333 -       -99.9  -100.  -100.  5575.000 -99.90 -99.90    -3.0 -9999.9   - 17.20 * Ia       Dec14       *Armstrong
2001ir    M-02-22-22      129.12500000 -11.83111111 129.11716667 -11.83430556 Sd:       7.0    84.    70.  5914.000  15.08   1.28   -24.0   -11.9   - 17.50 * IIn      Dec19       *LOTOSS
2001is    NGC1961          85.52083333  69.37861111  85.53800000  69.36513889 Sc        5.0    50.    85.  3983.000  11.73   1.66    23.2   -48.2   - 17.60 * Ib       Dec22       *BAOSS
2001it    M+09-25-15      226.54166667  53.41083333 226.53916667  53.41155556 Sc        4.9    29.   171. 10330.000  15.46   0.90    -7.0     3.0   - 17.60 * II       Dec22       *Boles
2001iu    A074813+1015    117.05416667  10.25111111 117.05820833  10.25125000 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.70 * -        Dec9        *HZSST
2001iv    A075013+1017    117.55416667  10.28611111 117.55637500  10.28622222 -       -99.9  -100.  -100.     0.400 -99.90 -99.90 -9999.9 -9999.9   I 22.30 * -        Dec9        *HZSST
2001iw    A075039+1020    117.66250000  10.33861111 117.66383333  10.33863889 -       -99.9  -100.  -100.     0.340 -99.90 -99.90 -9999.9 -9999.9   I 22.10 * -        Dec9        *HZSST
2001ix    A105218+5707    163.07500000  57.12472222 163.07883333  57.12488889 -       -99.9  -100.  -100.     0.720 -99.90 -99.90 -9999.9 -9999.9   I 23.60 * -        Dec9        *HZSST
2001iy    A105224+5716    163.10000000  57.27666667 163.10116667  57.27669444 -       -99.9  -100.  -100.     0.576 -99.90 -99.90 -9999.9 -9999.9   I 23.00 * -        Dec9        *HZSST
2001iz    A105337+5715    163.40416667  57.25277778 163.40662500  57.25297222 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.00 * -        Dec9        *HZSST
2001ja    A105226+5719    163.10833333  57.33166667 163.11129167  57.33186111 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.20 * -        Dec18       *HZSST
2001jb    A022633+0025     36.63750000   0.42638889  36.63879167   0.42638889 -       -99.9  -100.  -100.     0.700 -99.90 -99.90 -9999.9 -9999.9   I 23.10 * -        Dec9        *HZSST
2001jc    A022648+0026     36.70000000   0.43638889  36.70195833   0.43644444 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.20 * -        Dec9        *HZSST
2001jd    A022726+0050     36.85833333   0.84750000  36.85970833   0.84763889 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.00 * -        Dec9        *HZSST
2001je    A022756+0025     36.98333333   0.41722222  36.98383333   0.41733333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 22.90 * -        Dec9        *HZSST
2001jf    A022807+0026     37.02916667   0.44583333  37.02970833   0.44586111 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.80 * -        Dec9        *HZSST
2001jg    A022851+0034     37.21250000   0.58055556  37.21575000   0.58061111 -       -99.9  -100.  -100.     0.371 -99.90 -99.90 -9999.9 -9999.9   I 22.20 * -        Nov19       *HZSST
2001jh    A022900+0020     37.25000000   0.34555556  37.25120833   0.34561111 -       -99.9  -100.  -100.     0.880 -99.90 -99.90 -9999.9 -9999.9   I 23.10 * Ia       Dec9        *HZSST
2001ji    A022912+0051     37.30000000   0.85833333  37.30283333   0.85833333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.20 * -        Dec9        *HZSST
2001jj    A043748-0118     69.45000000  -1.30861111  69.45220833  -1.30886111 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 22.80 * -        Dec9        *HZSST
2001jk    A043755-0132     69.47916667  -1.54500000  69.48170833  -1.54516667 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.90 * -        Dec9        *HZSST
2001jl    A043827-0144     69.61250000  -1.74138889  69.61479167  -1.74161111 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Dec9        *HZSST
2001jm    A043913-0123     69.80416667  -1.38833333  69.80758333  -1.38838889 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.40 * -        Dec9        *HZSST
2001jn    A044012-0117     70.05000000  -1.29583333  70.05000000  -1.29608333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Dec9        *HZSST
2001jo    A084625+4358    131.60416667  43.98027778 131.60758333  43.98041667 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 25.00 * -        Dec9        *HZSST
2001jp    A084631+4403    131.62916667  44.06555556 131.63083333  44.06572222 -       -99.9  -100.  -100.     0.530 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Dec9        *HZSST
2001jq    A084711+4427    131.79583333  44.45750000 131.79595833  44.45750000 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.40 * -        Dec9        *HZSST
2001jr    A084742+4424    131.92500000  44.40500000 131.92833333  44.40525000 -       -99.9  -100.  -100.     0.714 -99.90 -99.90 -9999.9 -9999.9   I 24.50 * -        Dec9        *HZSST
2001js    A084758+4415    131.99166667  44.25277778 131.99195833  44.25286111 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.60 * -        Nov19       *HZSST
2001jt    A084800+4419    132.00000000  44.32277778 132.00195833  44.32283333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 21.80 * -        Dec9        *HZSST
2001ju    A084845+4419    132.18750000  44.33111111 132.19054167  44.33122222 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Nov19       *HZSST
2001jv    A084909+4426    132.28750000  44.44694444 132.29162500  44.44711111 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 21.50 * -        Nov19       *HZSST
2001jw    A084958+4403    132.49166667  44.05277778 132.49525000  44.05283333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.00 * -        Nov19       *HZSST
2001jx    NGC4622         190.65833333 -40.74388889 190.66683333 -40.72013889 Sapec     1.3    24.   177.  4367.000  13.67   1.24    28.6    87.4   U 17.50 * -        May25       *Butaetal.
2001jy    A043854-0120     69.72500000  -1.33388889  69.72779167  -1.33411111 -       -99.9  -100.  -100.     0.180 -99.90 -99.90 -9999.9 -9999.9   I 21.50 * -        Sep12       *HZSST
2001jz    A043920-0137     69.83333333  -1.63000000  69.83675000  -1.63000000 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.90 * -        Sep24       *HZSST
2001ka    A084907+4410    132.27916667  44.16666667 132.28308333  44.16672222 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 21.60 * -        Oct9        *HZSST
2001kb    A043912-0121     69.80000000  -1.35666667  69.80175000  -1.35669444 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.50 * -        Oct22       *HZSST
2001kc    A075001+1019    117.50416667  10.32722222 117.50820833  10.32741667 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.40 * -        Nov12       *HZSST
2001kd    A075031+1021    117.62916667  10.35194444 117.63016667  10.35202778 -       -99.9  -100.  -100.     0.937 -99.90 -99.90 -9999.9 -9999.9   I 24.30 * -        Nov12       *HZSST
2001ke    A113429-7601    173.62083333 -76.02805556 173.62350000 -76.02819444 -       -99.9  -100.  -100.     0.360 -99.90 -99.90    -0.9     0.1   R 23.00 * -        Dec4        *Staneketal.
2001kf    A222134+0016    335.39166667   0.26722222 335.39250000   0.26727778 -       -99.9  -100.  -100. 17100.000 -99.90 -99.90 -9999.9 -9999.9   R 23.10 * IIP      Oct10       *Ellisetal.
2001kg    A222052+0043    335.21666667   0.71805556 335.21879167   0.71827778 -       -99.9  -100.  -100.     0.280 -99.90 -99.90 -9999.9 -9999.9   R 22.70 * Ia       Oct10       *Ellisetal.
2001kh    A022515-0523     36.31250000  -5.38888889  36.31483333  -5.38888889 -       -99.9  -100.  -100.     0.220 -99.90 -99.90 -9999.9 -9999.9   R 21.00 * Ia       Oct10       *Ellisetal.
2001ki    A104858-0026    162.24166667  -0.44583333  -9.00000000 -99.00000000 -       -99.9  -100.  -100.     0.106 -99.90 -99.90 -9999.9 -9999.9   - 19.30 * Ia       Jan1        *Madgwicketal.,SDSS
2001kj    A092229+5754    140.62083333  57.90805556  -9.00000000 -99.00000000 -       -99.9  -100.  -100. 18780.000 -99.90 -99.90 -9999.9 -9999.9   - 18.10 * Ia       Jan2        *Madgwicketal.,SDSS
2001kk    A124733+0005    191.88750000   0.09916667  -9.00000000 -99.00000000 -       -99.9  -100.  -100. 25920.000 -99.90 -99.90 -9999.9 -9999.9   - 18.80 * Ia       Jan19       *Madgwicketal.,SDSS
2001kl    A030851-0110     47.21250000  -1.17333333  -9.00000000 -99.00000000 -       -99.9  -100.  -100.     0.126 -99.90 -99.90 -9999.9 -9999.9   - 20.40 * Ia       Jan22       *Madgwicketal.,SDSS
2001km    A091138-0042    137.90833333  -0.71500000  -9.00000000 -99.00000000 -       -99.9  -100.  -100. 21060.000 -99.90 -99.90 -9999.9 -9999.9   - 18.40 * Ia       Feb15       *Madgwicketal.,SDSS
2001kn    A083210+4717    128.04166667  47.29111111  -9.00000000 -99.00000000 -       -99.9  -100.  -100.     0.134 -99.90 -99.90 -9999.9 -9999.9   - 19.90 * Ia       Mar13       *Madgwicketal.,SDSS
2001ko    A141058+6450    212.74166667  64.84750000  -9.00000000 -99.00000000 -       -99.9  -100.  -100.     0.141 -99.90 -99.90 -9999.9 -9999.9   - 20.00 * Ia       Mar16       *Madgwicketal.,SDSS
2001kp    A095153+0106    147.97083333   1.10166667  -9.00000000 -99.00000000 -       -99.9  -100.  -100. 19020.000 -99.90 -99.90 -9999.9 -9999.9   - 18.20 * Ia       Mar21       *Madgwicketal.,SDSS
2001kq    A093334+5510    143.39166667  55.17388889  -9.00000000 -99.00000000 -       -99.9  -100.  -100. 22110.000 -99.90 -99.90 -9999.9 -9999.9   - 19.10 * Ia       Mar23       *Madgwicketal.,SDSS
2001kr    A095916+0058    149.81666667   0.96722222  -9.00000000 -99.00000000 -       -99.9  -100.  -100. 26460.000 -99.90 -99.90 -9999.9 -9999.9   - 19.10 * Ia       Mar26       *Madgwicketal.,SDSS
2001ks    A075646+3659    119.19166667  36.98805556  -9.00000000 -99.00000000 -       -99.9  -100.  -100. 23400.000 -99.90 -99.90 -9999.9 -9999.9   - 18.70 * Ia       Apr18       *Madgwicketal.,SDSS
2001kt    A161713+4828    244.30416667  48.47444444  -9.00000000 -99.00000000 -       -99.9  -100.  -100.     0.104 -99.90 -99.90 -9999.9 -9999.9   - 19.90 * Ia       May25       *Madgwicketal.,SDSS
2001ku    A133945+6323    204.93750000  63.39361111  -9.00000000 -99.00000000 -       -99.9  -100.  -100.     0.136 -99.90 -99.90 -9999.9 -9999.9   - 19.90 * Ia       Jun19       *Madgwicketal.,SDSS
2002A     UGC3804         110.64583333  71.59833333 110.65058333  71.59486111 Scd:      6.0    53.    13.  2887.000  13.16   1.25     6.2   -14.7   - 17.40 * IIn      Jan1        *BAOSS
2002B     A054046-7151     85.19166667 -71.85416667  85.19191667 -71.85419444 -       -99.9  -100.  -100.     0.143 -99.90 -99.90    -2.2 -9999.9   R 20.50 - Ia       Jan9        Stubbsetal.
2002C     IC3376          186.95833333  26.99361111 186.96941667  27.00169444 SBa       1.0    42.    60.  7104.000  14.80   1.23    30.6    30.7   - 16.70 * II       Jan14       *LOTOSS
2002D     NGC594           23.23750000 -16.53638889  23.24083333 -16.53536111 Sbc:      3.7    62.    32.  5381.000  14.32   1.13    12.6     1.6   R 16.80 * II       Jan16       *LOTOSS
2002E     NGC4129         182.22083333  -9.03722222 182.22041667  -9.03700000 SBab      2.1    90.    87.  1176.000  13.09   1.36    -2.2    -1.7   R 16.80 * II       Jan16       *LOTOSS
2002F     UGC2885          58.26250000  35.59055556  58.24383333  35.58355556 Sc        5.0    60.    40.  5785.000  14.19   1.59   -48.4   -20.9   R 18.10 * II       Jan17       *LOTOSS
2002G     M+06-29-43      196.97916667  34.08722222 196.98025000  34.08513889 SBm       9.0    37.    88. 10111.000  15.24   0.84     5.9    -7.0   R 17.70 * Ia       Jan18       *LOTOSS
2002H     M-02-35-11      204.62500000 -10.70444444 204.61491667 -10.72025000 S0pec    -2.0    27.    45.  6679.000  14.04   1.13   -32.0   -58.0   - 16.70 * Ia       Jan19       *LOTOSS
2002I     IC4229          200.60833333  -2.41861111 200.61183333  -2.41780556 SBb:      3.0    44.   115.  6996.000  14.71   1.01    11.1     2.6   - 17.30 * Ia       Jan19       *LOTOSS
2002J     NGC3464         163.66666667 -21.06666667 163.65983333 -21.06488889 SBc       5.0    50.   112.  3806.000  13.00   1.41   -23.5     6.1   - 16.80 * Ic       Jan21       *LOTOSS
2002K     A022650+0043     36.70833333   0.72500000  36.71033333   0.72502778 -       -99.9  -100.  -100.     0.644 -99.90 -99.90 -9999.9 -9999.9   I 24.00 * -        Jan9        *HZSST
2002L     A022655+0021     36.72916667   0.36027778  36.73204167   0.36050000 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.80 * -        Jan9        *HZSST
2002M     A022713+0044     36.80416667   0.74472222  36.80475000   0.74477778 -       -99.9  -100.  -100.     0.379 -99.90 -99.90 -9999.9 -9999.9   I 23.40 * -        Jan9        *HZSST
2002N     A022751+0028     36.96250000   0.48138889  36.96629167   0.48155556 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.20 * -        Jan9        *HZSST
2002O     A022822+0049     37.09166667   0.82944444  37.09237500   0.82958333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Jan9        *HZSST
2002P     A022905+0047     37.27083333   0.78888889  37.27379167   0.78891667 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.80 * -        Jan9        *HZSST
2002Q     A022922+0020     37.34166667   0.34027778  37.34245833   0.34050000 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.20 * -        Jan9        *HZSST
2002R     A022927+0051     37.36250000   0.86055556  37.36329167   0.86080556 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.10 * -        Jan9        *HZSST
2002S     A043737-0132     69.40416667  -1.54333333  69.40437500  -1.54358333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.10 * -        Jan9        *HZSST
2002T     A043853-0134     69.72083333  -1.57388889  69.72445833  -1.57405556 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.80 * -        Jan9        *HZSST
2002U     A043942-0146     69.92500000  -1.76777778  69.92875000  -1.76783333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 22.80 * -        Jan9        *HZSST
2002V     A043953-0113     69.97083333  -1.22583333  69.97312500  -1.22597222 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Jan9        *HZSST
2002W     A084754+4413    131.97500000  44.22833333 131.97675000  44.22858333 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.00 * -        Jan9        *HZSST
2002X     A084830+4415    132.12500000  44.25972222 132.12725000  44.25980556 -       -99.9  -100.  -100.     0.856 -99.90 -99.90 -9999.9 -9999.9   I 23.70 * -        Jan9        *HZSST
2002Y     A084850+4413    132.20833333  44.21750000 132.20920833  44.21750000 -       -99.9  -100.  -100.     0.560 -99.90 -99.90 -9999.9 -9999.9   I 24.20 * -        Jan9        *HZSST
2002Z     A084932+4403    132.38333333  44.05750000 132.38737500  44.05766667 -       -99.9  -100.  -100.     0.395 -99.90 -99.90 -9999.9 -9999.9   I 24.20 * -        Jan9        *HZSST
2002aa    A074845+1018    117.18750000  10.30000000 117.18866667  10.30022222 -       -99.9  -100.  -100.     0.950 -99.90 -99.90 -9999.9 -9999.9   I 24.30 * -        Jan9        *HZSST
2002ab    A074855+1006    117.22916667  10.10166667 117.23208333  10.10175000 -       -99.9  -100.  -100.     0.420 -99.90 -99.90 -9999.9 -9999.9   I 22.50 * Ia       Jan9        *HZSST
2002ac    A074939+1019    117.41250000  10.31888889 117.41504167  10.31894444 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.90 * -        Jan9        *HZSST
2002ad    A105012+5731    162.55000000  57.51972222 162.55079167  57.51988889 -       -99.9  -100.  -100.     0.520 -99.90 -99.90 -9999.9 -9999.9   I 23.00 * -        Jan9        *HZSST
2002ae    A105051+5709    162.71250000  57.15111111 162.71258333  57.15127778 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.80 * -        Jan9        *HZSST
2002af    A105229+5739    163.12083333  57.66222222 163.12454167  57.66222222 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.60 * -        Jan9        *HZSST
2002ag    A105312+5700    163.30000000  57.00694444 163.30295833  57.00719444 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.50 * -        Jan9        *HZSST
2002ah    A105319+5700    163.32916667  57.01000000 163.33125000  57.01016667 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 24.20 * -        Jan9        *HZSST
2002ai    A105421+5727    163.58750000  57.46611111 163.58862500  57.46616667 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   I 23.40 * -        Jan9        *HZSST
2002aj    A104856-0532    162.23333333  -5.53722222 162.23566667  -5.53725000 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90    -1.5    -1.8   V 23.10 * -        Jan11       *Beckeretal.DLS
2002ak    A104904-0555    162.26666667  -5.92583333 162.26800000  -5.92602778 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90 -9999.9 -9999.9   V 22.60 * -        Jan11       *Beckeretal.DLS
2002al    A105021-0415    162.58750000  -4.25138889 162.59045833  -4.25163889 -       -99.9  -100.  -100. -9999.900 -99.90 -99.90     3.1 -9999.9   V 23.60 * -        Jan11       *Beckeretal.DLS
2002am    A140203-1035    210.51250000 -10.58972222 210.51308333 -10.58997222 -       -99.9  -100.  -100.  9000.000 -99.90 -99.90    -2.9    -7.4   V 19.10 * Ia       Jan16       *Beckeretal.DLS
2002an    NGC2575         125.68750000  24.29805556 125.69900000  24.29491667 Scd:      6.0    32.   145.  3870.000  14.13   1.36    38.3    -7.4   V 16.10 * II       Jan22       *Sano
2002ao    UGC9299         217.39583333  -0.01833333 217.39891667  -0.01550000 Sdpec     6.5    60.    85.  1552.000  14.60   1.28    16.0    10.0   - 14.30 * Ib/cpec  Jan25       *LOTOSS
2002ap    NGC628           24.17500000  15.78361111  24.09937500  15.75366667 Sc        5.0    24.    25.   632.000   9.95   2.02  -258.0  -108.0   B 13.11 - Icpec    Feb6        Hirose
2002aq    M-01-07-35       40.48750000  -6.79277778  40.48933333  -6.79622222 SB0pec   -1.0    58.    75.  5150.000  15.78   1.06     7.3   -14.2   - 18.70 * II       Feb1        *LOTOSS
2002ar    NGC3746         174.43333333  22.00944444 174.43300000  22.00955556 SBb       3.0    61.   127.  9074.000  15.01   1.04     3.3    -0.5   - 16.50 * Ia       Feb3        *LOTOSS
2002as    UGC3418          93.10833333  44.43888889  93.10437500  44.43800000 SBb       3.0    17.   162.  6743.000  15.18   1.02   -11.3    -3.2   - 17.80 * II       Feb4        *LOTOSS
2002at    NGC3720         173.08750000   0.80388889 173.09145833   0.80244444 Sa:       0.9    24.    85.  5958.000  13.71   0.98     4.8    -6.0   - 17.80 * II:      Feb5        *LOTOSS
2002au    UGC5100         143.66250000   5.84055556 143.65666667   5.83769444 SBb       3.0    53.    30.  5514.000  14.73   1.08   -16.0   -13.6   - 17.70 * IIb      Feb8        *Martin,LOTOSS
